,track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,genre_top
60,338,0.9845692599,0.4600573448,0.0436136523,0.2380050133,0.1029931791,0.0397912552,118.805,0.3161046811,Rock
61,339,0.9904914909,0.452569356,0.0983624348,0.5763007833,0.116476751,0.0646204003,126.267,0.6096973499,Rock
62,340,0.9479957866,0.6014608135,0.1412970819,0.9124040106,0.1091576349,0.0416562971,147.178,0.4837947392,Rock
63,341,0.977281533,0.4688077411,0.134975265,0.687699751,0.1053807374,0.0731240339,119.646,0.4307074319,Rock
64,342,0.0208577087,0.1445689726,0.1010612372,0.3337912314,0.1429945491,0.0413287533,159.15,0.2377565571,Rock
65,343,0.5486661313,0.4570068421,0.181635435,8.0627e-06,0.1303319789,0.1121453638,124.648,0.2591472334,Rock
66,344,0.9767103587,0.5361508955,0.3306331562,0.8677543965,0.1192332245,0.2321736147,127.505,0.38016437,Rock
67,345,0.9323145921,0.3408658801,0.2070934767,0.9274021819,0.1114197921,0.1779467526,82.642,0.4443500783,Rock
68,346,0.9467052253,0.7303981651,0.0648847155,0.9449288108,0.1110939217,0.0580812118,117.636,0.5947765795,Rock
69,347,0.7346685396,0.724324644,0.3483298215,0.9583185193,0.1216797671,0.4130827657,134.024,0.9299178603,Rock
70,348,0.0030567422,0.446686367,0.2906038763,0.8116355995,0.0671584089,0.0472485617,120.348,0.0392282186,Rock
71,350,0.9896635152,0.463938455,0.3636116429,0.9190113762,0.1187396411,0.0376218451,99.384,0.5910034847,Rock
72,351,0.8591577208,0.8280920198,0.0893881921,0.9278832236,0.1089462728,0.4172201908,126.787,0.6803529479,Rock
73,352,0.9901322166,0.5298784857,0.1981746414,0.949358547,0.1336387826,0.0256587222,61.177,0.4432219238,Rock
74,353,0.982075791,0.7846954695,0.1128294064,0.388359648,0.1124419663,0.0780008377,126.286,0.7290402207,Rock
75,354,0.7304257192,0.5203051614,0.2158911099,0.9417111339,0.1027320959,0.0442779197,117.668,0.0717997906,Rock
76,355,0.9901624362,0.3432189622,0.1278642817,0.8644878952,0.10830037,0.0394545165,79.375,0.6430452577,Rock
77,356,0.3121697855,0.6449468693,0.1866121693,0.8554915947,0.3843382802,0.1586232738,120.084,0.2976449072,Rock
78,359,0.9623766649,0.587843295,0.0362375233,0.9291134343,0.1114325926,0.1315215171,64.801,0.4128102957,Rock
79,361,0.9945819959,0.287247084,0.1491731812,0.8760399069,0.1057430504,0.0407558677,87.788,0.2344219848,Rock
80,362,0.5925077434,0.4094418142,0.3176802608,0.0337615478,0.2058159442,0.0687030641,106.973,0.6161742455,Rock
81,363,0.8773193141,0.6500431077,0.0954973379,0.0091901599,0.091481496,0.175054198,122.338,0.5574730002,Rock
82,364,0.9863801083,0.6128597187,0.1561102066,0.1045494579,0.1072890521,0.1985431333,109.256,0.483544289,Rock
83,365,0.9941105873,0.3622928504,0.461704595,0.939698457,0.3355502389,0.0277582267,71.276,0.650471407,Rock
84,366,0.7455848324,0.350164913,0.1420873574,0.7658236924,0.1110159062,0.040671344,166.317,0.1962609991,Rock
85,367,0.8635729006,0.2561784727,0.260709819,0.9086626783,0.1371469922,0.0951913032,169.732,0.522209383,Rock
86,368,0.6372758449,0.3129760859,0.1164692389,0.5407334524,0.1017832597,0.0482104514,135.812,0.0761348547,Rock
87,369,0.7156408908,0.7308891078,0.1578463539,0.9365707377,0.1113647497,0.2245479369,93.035,0.1971237006,Rock
88,370,0.7098467229,0.466606328,0.1686995859,0.8993777489,0.1086662404,0.0467729057,127.898,0.4991423294,Rock
89,394,0.0007122859,0.215454605,0.1549102816,0.9345856414,0.6341114836,0.2176269767,97.18,0.0562551953,Rock
90,395,0.0564462733,0.1415349017,0.9479761165,0.8967937883,0.6527797922,0.084914948,105.29,0.1768571866,Rock
91,520,0.973496023,0.5886285141,0.4131042642,0.940913916,0.1148251601,0.0671223801,103.847,0.5720303238,Rock
92,521,0.863267302,0.342537371,0.5422427821,0.8637431876,0.0924118596,0.0378702007,88.997,0.6326724118,Rock
93,522,0.9862978037,0.415193851,0.651722439,0.747206005,0.0949926467,0.0314548766,92.372,0.7809922696,Rock
94,523,0.9920546438,0.3218679638,0.4234023651,0.9530970931,0.0797299355,0.0371677027,126.486,0.2621835285,Rock
95,524,0.9932647914,0.3846007934,0.5444991642,0.9233467677,0.0971795681,0.0373866147,166.46,0.8234256937,Rock
96,525,0.9808843818,0.3134392298,0.3703450659,0.9206941882,0.0880213882,0.046286386,135.019,0.1874533971,Rock
97,526,0.8746857594,0.4915045203,0.3018185836,0.8360157207,0.1101687367,0.0307638772,156.583,0.6786789791,Rock
98,527,0.994909713,0.3184324725,0.7832594588,0.8697103635,0.0905030575,0.0578873304,152.004,0.930636472,Rock
99,528,0.9895154059,0.2856620446,0.3450816013,0.928601552,0.1047570465,0.0312830102,93.621,0.5372120185,Rock
100,529,0.9939988458,0.1517703512,0.9256435321,0.8586497421,0.1224964035,0.0679786043,185.196,0.5970784061,Rock
101,530,0.9932961084,0.2994175835,0.5774532605,0.9568204339,0.1256842981,0.03677119,104.875,0.5529250374,Rock
102,531,0.9729040782,0.4505568834,0.3854682954,0.893690361,0.0984116147,0.0357259694,130.166,0.1169142645,Rock
103,562,0.1736230539,0.463296569,0.0776535802,0.9374431623,0.1036428935,0.0313357321,130.277,0.4366661984,Rock
104,563,0.3502648827,0.6798864332,0.265500393,0.8568474978,0.1348742433,0.0393971349,157.811,0.4938774131,Rock
105,564,0.9395138142,0.7214656218,0.3891765094,0.9457064471,0.1006270127,0.0379572892,87.284,0.9159781586,Rock
106,565,0.6924559372,0.5316357125,0.683107402,0.906423904,0.340708617,0.0312804901,138.034,0.4887318888,Rock
107,566,0.7253185308,0.6272712238,0.1028541824,0.6278781488,0.0994811578,0.0321637052,80.022,0.2903026854,Rock
108,567,0.8890188623,0.7985600112,0.3759902909,0.9086347832,0.1100363636,0.0378643905,120.077,0.960108193,Rock
109,568,0.1197416249,0.683730497,0.4026905828,0.9047387854,0.1127011948,0.0417469071,86.719,0.7514190192,Rock
110,569,0.4704657875,0.6489094645,0.6939908022,0.9387448818,0.159342067,0.0376905631,137.025,0.6567914901,Rock
111,570,0.4569079954,0.805789233,0.3993712476,0.8537229763,0.0845935227,0.060618849,120.02,0.5975110868,Rock
112,571,0.8072843188,0.5652409028,0.1327011968,0.5931152177,0.1056752674,0.0379757972,136.877,0.0483910934,Rock
113,572,0.7592542704,0.7478856176,0.4561774576,0.9026156499,0.0865983407,0.0280071,128.955,0.9687803396,Rock
114,573,0.3423262003,0.1760942769,0.6395523483,0.9265869856,0.0841585476,0.0497420534,125.603,0.1502113238,Rock
115,574,0.3049734899,0.0776074462,0.985285921,0.6842740657,0.3111749891,0.0672688702,178.194,0.2626510913,Rock
116,579,0.0013176373,0.1876728904,0.911791442,0.077392336,0.2666798983,0.0844991592,173.204,0.07518922,Rock
117,580,0.0005734873,0.2806028598,0.9523387503,8.67853e-05,0.3729678103,0.0987943087,151.043,0.1985311284,Rock
118,583,0.7489863599,0.765886384,0.5131728924,0.9572094645,0.6148443675,0.8869136954,180.025,0.401672005,Hip-Hop
119,584,0.5187755094,0.7374732582,0.5444131554,0.8026578509,0.110735277,0.4500233347,191.933,0.8958515287,Hip-Hop
120,585,0.921198207,0.7334651133,0.4675204562,0.397152876,0.1574448915,0.6596091362,192.158,0.5520036221,Hip-Hop
121,586,0.6557190909,0.7408298514,0.542545054,0.2989391833,0.1532158096,0.464027322,92.061,0.6704863776,Hip-Hop
122,605,0.6457261123,0.3918469105,0.9834314012,0.2198899012,0.0665380065,0.0402719287,151.461,0.3298025339,Rock
123,606,0.8647877433,0.3728920993,0.9402492697,0.9464657706,0.635640478,0.8331853336,108.155,0.1547487452,Rock
124,607,0.7597015312,0.6430444679,0.7153478434,0.433293314,0.1974696032,0.2001169034,146.344,0.9191223734,Rock
125,608,0.5941410357,0.4274533314,0.7723291791,0.7073819743,0.1897981371,0.0450513825,107.025,0.3615675733,Rock
126,609,0.0533032584,0.3582756015,0.9798132053,0.9245064375,0.2264890581,0.1384133102,121.816,0.2076767562,Rock
127,633,0.7083949157,0.2703633073,0.5699974225,0.9698735352,0.1133340135,0.034883829,86.65,0.0850754128,Rock
128,634,0.8391063594,0.251238526,0.9274718194,0.9726260992,0.1609032937,0.0450682705,170.148,0.3036507909,Rock
129,635,0.1528135518,0.1898649332,0.6353565314,0.8951584537,0.1059434216,0.0301011679,93.86,0.341445384,Rock
130,669,0.8835853949,0.3235987807,0.5345873058,0.04023272,0.1481503615,0.1197624735,168.43,0.8996997224,Hip-Hop
131,670,0.6900869097,0.4288939577,0.4033367717,4.66251e-05,0.0592682538,0.1597511071,160.096,0.8420096925,Hip-Hop
132,671,0.6086474995,0.4265893168,0.4041743351,6.40168e-05,0.0584463899,0.1080066426,158.23,0.8914787458,Hip-Hop
133,673,0.7681815541,0.475444112,0.4362278543,7.44994e-05,0.1139823513,0.3735278255,169.574,0.6676578247,Hip-Hop
134,675,0.8129947339,0.2560540436,0.5513755529,1.6808e-06,0.3418534428,0.0646946268,66.043,0.6977514338,Hip-Hop
135,677,0.7102616331,0.4886594232,0.5377457365,0.00149556,0.2946415379,0.4316631395,109.543,0.4847342026,Hip-Hop
136,679,0.8669373192,0.4399469641,0.4953799072,0.0115330797,0.1054803751,0.1932393787,90.524,0.6771882508,Hip-Hop
137,681,0.333986842,0.5331187838,0.3994839039,0.0159210267,0.1157011416,0.0516377921,150.965,0.2865027958,Hip-Hop
138,682,0.9358711883,0.4038068414,0.6298988822,0.1483641458,0.1224970568,0.4766563662,73.728,0.6803959032,Hip-Hop
139,683,0.9463479028,0.4210919744,0.6461806041,0.2849991352,0.1114963858,0.2793669878,71.381,0.623402539,Hip-Hop
140,685,0.9263308753,0.510542446,0.4410665554,0.0017515407,0.1243464577,0.6841060043,101.359,0.8657968401,Hip-Hop
141,687,0.9547107237,0.2819678772,0.5864756028,0.0048521435,0.1099445075,0.2014800991,66.148,0.4619141299,Hip-Hop
142,689,0.8005050025,0.4115575119,0.2699446998,0.7452363481,0.1354560827,0.4704304684,171.003,0.6619688218,Hip-Hop
143,690,0.0403489418,0.2967392425,0.9564261719,0.9340780549,0.6100837294,0.0760720385,146.953,0.3121138885,Rock
144,691,0.1144486056,0.34362392,0.7073603325,0.6995872654,0.0994395174,0.0838322046,128.063,0.0860083717,Rock
145,692,0.0128947451,0.2030913484,0.9109739295,0.9600114683,0.2387226823,0.0767421159,113.349,0.1483568929,Rock
146,693,0.8674283839,0.2709159857,0.9568681241,0.9537896396,0.1213404834,0.1811663804,131.899,0.0429726881,Rock
147,694,0.1458427055,0.4053453629,0.842615945,1.18e-08,0.0666304994,0.5634644339,98.315,0.3443116064,Hip-Hop
148,695,0.3113244672,0.2916881798,0.8108574058,0.44010699,0.3621457004,0.1060185314,166.2,0.5480567941,Hip-Hop
149,711,0.5320419596,0.436654818,0.983905716,0.951226331,0.1212455686,0.0704746684,140.968,0.2777069128,Rock
150,712,0.2761443097,0.394028799,0.9967472741,0.9415414251,0.0540654831,0.0573055052,108.32,0.0572610317,Rock
151,713,0.2965330279,0.2631402129,0.995838598,0.9332045016,0.091832693,0.0964837346,122.136,0.0658136478,Rock
152,719,0.1931694524,0.1888206074,0.790924871,0.9077534361,0.106851474,0.0662766525,123.536,0.1007722557,Rock
153,720,0.4742871945,0.4523218872,0.729661979,0.9684598708,0.1025465951,0.0721261106,175.833,0.2322568119,Rock
154,721,0.4346485791,0.2468529186,0.9182139343,0.7977822065,0.1760301896,0.0450164777,86.842,0.4840278457,Rock
155,722,0.5164464233,0.4866706076,0.8337312295,0.0166192095,0.1079231065,0.035166811,137.34,0.6464215174,Rock
156,723,0.409233447,0.3140841516,0.519565481,0.9155930165,0.109305595,0.0477884055,142.842,0.2196156784,Rock
157,777,0.1286144952,0.644333109,0.4460819136,0.2665649572,0.1749126969,0.2035079652,110.101,0.2329889961,Rock
158,778,0.8295546476,0.6785791821,0.6376769349,0.876212391,0.1125370891,0.7402278857,105.02,0.3708872361,Rock
159,779,0.9921713644,0.4421794128,0.3238733546,0.8947076713,0.1459033966,0.0474921816,106.774,0.6494600594,Rock
160,780,0.3233671248,0.4924628534,0.2573041362,7.58765e-05,0.2826016234,0.7028428644,99.621,0.0389656622,Rock
161,783,0.0628208502,0.3814964141,0.207111975,0.9629832956,0.1068248423,0.0298136654,94.519,0.1156232828,Rock
162,786,0.2422172513,0.548493452,0.6020179746,0.9332030877,0.5493531024,0.0322014925,110.711,0.1950891626,Rock
163,787,0.9137285397,0.4641139799,0.1780988028,0.8167432901,0.1105659032,0.0527401687,69.847,0.570839431,Rock
164,788,0.821904626,0.5679920049,0.663988557,0.818507923,0.1010515841,0.1320982918,161.416,0.9728490879,Rock
165,790,0.8012184587,0.6329813517,0.4906271793,0.9070638931,0.2203640869,0.031433755,96.799,0.912362253,Rock
166,791,0.319717009,0.3469156562,0.3927317298,0.8404701557,0.1188422516,0.0592369239,93.408,0.0793366749,Rock
167,792,0.3592525789,0.5933441664,0.8754033837,0.903745907,0.1091253651,0.4360016276,96.217,0.6568916314,Rock
168,793,0.3204920064,0.3669717814,0.4744076164,0.9218365473,0.1544496327,0.08990954,135.438,0.7822526507,Rock
169,795,0.8270999264,0.3395867029,0.6711018868,0.0001426202,0.1232460672,0.0704179214,154.509,0.9153968665,Rock
170,796,0.2556017883,0.4195601795,0.5400780666,0.1997704436,0.1070198422,0.0522848252,162.509,0.840616945,Rock
171,803,0.902122403,0.3732103224,0.4059650965,0.8360895325,0.1040412202,0.0295943516,67.366,0.3265023473,Rock
172,804,0.3129665573,0.721070526,0.5316983321,0.5726210183,0.2001862126,0.0392801917,135.075,0.9068065277,Rock
173,805,0.2321377434,0.5919459183,0.663348088,0.8256449837,0.0607714343,0.0284292178,97.626,0.7070638032,Rock
174,806,0.796100229,0.5117340611,0.7586598964,0.9380512319,0.129682565,0.0400857415,137.919,0.4581302088,Rock
175,807,0.5893021214,0.4461828228,0.5988975818,0.8741508142,0.0969968904,0.0299235733,74.717,0.3296524907,Rock
176,824,0.489298592,0.116336464,0.9154605857,0.9203064458,0.1879605054,0.0677352464,187.817,0.260341696,Rock
177,825,0.9942135098,0.0850660337,0.9326844569,0.9718580224,0.1230686834,0.0979859594,250.059,0.0379481555,Rock
178,826,0.9224228089,0.1258687834,0.929789877,0.9560028679,0.1191550358,0.0801811596,152.486,0.031685449,Rock
179,827,0.5922532345,0.2485647853,0.838164849,0.9651271019,0.0991145249,0.0630668677,132.465,0.7621728004,Rock
180,828,0.7809715009,0.1294861963,0.8562096926,0.9191164711,0.177369861,0.0527933066,82.103,0.1994866541,Rock
181,829,0.8606671418,0.1167536659,0.7252277306,0.9307923188,0.0817668224,0.0956310017,156.887,0.0394065151,Rock
182,830,0.3530200144,0.3680981225,0.941321607,0.7106046625,0.1509455929,0.1149938152,84.409,0.4857158252,Rock
183,836,0.0640077689,0.2778105899,0.914413162,0.4381983418,0.1826757591,0.0507191683,90.14,0.3062435892,Rock
184,837,0.4056113456,0.2446375302,0.8371315024,0.7257114492,0.0951294605,0.0498090918,142.916,0.3078801304,Rock
185,838,0.7218614628,0.106292459,0.8396127465,0.9082545747,0.10400048,0.0419060598,182.402,0.5533100035,Rock
186,839,0.1741344529,0.1863411401,0.7559094721,0.8048871414,0.1369236774,0.0597118063,133.742,0.1752341199,Rock
187,840,0.0001087347,0.3763279025,0.8961201154,0.620346113,0.0858232304,0.0351013787,122.311,0.5181358756,Rock
188,841,0.3917702716,0.4383517562,0.7257524896,0.0642896416,0.3780706105,0.1213452124,154.427,0.5244518584,Rock
189,842,0.5032126615,0.5572740438,0.5450745736,0.8886774821,0.12346443,0.0422519765,123.931,0.6053292019,Rock
190,843,0.4620824218,0.3075449471,0.7255635529,0.6787840705,0.1238698136,0.0347703908,134.439,0.0626715483,Rock
191,844,0.0323498245,0.2277392754,0.8105661965,0.7528819482,0.1084323642,0.056943019,136.372,0.1999155056,Rock
192,845,0.241051309,0.345030033,0.5612108697,0.1273984091,0.1133128858,0.0350128976,132.467,0.1699271719,Rock
193,846,0.5245597101,0.278861829,0.7794335096,0.78228045,0.1010917247,0.0461034647,149.379,0.0854773584,Rock
194,851,0.0121212177,0.4813054813,0.5877387399,0.9589826018,0.1136223698,0.0283674115,136.222,0.2166881937,Rock
195,852,0.0529577408,0.6522688744,0.4260417128,0.6245184898,0.0555342866,0.046406182,130.401,0.5463923471,Rock
196,855,0.0001647558,0.2287332256,0.9174750096,0.9532618597,0.0769286927,0.0407460859,198.505,0.8395525807,Rock
197,856,0.0182377523,0.2824112735,0.9660494141,0.9153307476,0.3463265913,0.0708566737,121.017,0.1861361907,Rock
198,858,0.0105709605,0.2066486263,0.9628938906,0.0551973202,0.3220625515,0.168999065,128.306,0.0791965448,Rock
199,859,2.73313e-05,0.4460656861,0.897372316,0.7254044703,0.0425926709,0.0695446806,101.451,0.3492844969,Rock
200,860,0.0002430156,0.2201974155,0.9752827092,0.8749206505,0.1157771398,0.0992090615,199.791,0.2597447546,Rock
201,861,8.02457e-05,0.2282801019,0.9166640645,0.8910324047,0.2798160871,0.0927086236,82.087,0.5961285095,Rock
202,862,7.8526e-06,0.2510799655,0.8214134805,0.9321840688,0.0744461216,0.0728368857,137.142,0.8289407728,Rock
203,863,3.66041e-05,0.2671413876,0.9808991815,0.7962105893,0.1167457925,0.0787449507,147.508,0.3300891358,Rock
204,896,0.7723185627,0.2030696694,0.9895928409,0.5061930458,0.1405053922,0.0437406973,172.263,0.1525249696,Rock
205,991,0.6109084866,0.3261450092,0.8143917769,0.9479699246,0.3182597108,0.0795011744,155.423,0.7596015717,Rock
206,992,0.2261013035,0.5806586344,0.8334278764,0.9403879859,0.0818228668,0.2546477296,47.002,0.5736834703,Rock
207,993,0.0092722141,0.7035903369,0.6890474099,0.8078660414,0.0899693605,0.0542027079,130.527,0.1346264165,Rock
208,1007,0.7990035433,0.438533624,0.9775438492,0.9596993948,0.1405455259,0.0484280152,119.815,0.1253869082,Rock
209,1009,0.279810924,0.3166683587,0.8574220608,0.9632305657,0.1318501588,0.0504345966,122.831,0.4657980217,Rock
210,1013,0.0648879552,0.1908499685,0.8801356436,0.9603482954,0.0937088113,0.0451327402,141.031,0.0347285245,Rock
211,1014,0.0010587609,0.1097386344,0.6582333772,0.9167443269,0.0941579993,0.0388572412,167.38,0.3219508221,Rock
212,1015,0.1228025375,0.3229329076,0.9620694469,0.9583905053,0.1309009791,0.0523648904,135.446,0.1658239592,Rock
213,1016,0.0796226641,0.0738091931,0.8429030955,0.9655157777,0.0956707909,0.0584724552,173.212,0.1075729181,Rock
214,1017,0.1086041861,0.1219706389,0.7688322148,0.9671974181,0.1008880327,0.0660217721,82.594,0.1422500779,Rock
215,1018,0.0008873478,0.2515633458,0.5780912339,0.9122751845,0.0834925916,0.0460077891,167.155,0.0685266994,Rock
216,1028,0.6971715601,0.3688747806,0.527989409,0.2973903068,0.0923638816,0.0428901927,100.935,0.3238368034,Rock
217,1029,0.3175201122,0.6204455419,0.4587523585,0.397527214,0.1184545121,0.1068838756,87.759,0.6205689033,Rock
218,1041,0.1978260364,0.2686401738,0.4818082687,0.9192234144,0.0755904104,0.0305330429,160.913,0.2467655161,Rock
219,1049,0.8759972606,0.5985488281,0.6076462564,0.8827998552,0.0823503125,0.0274131616,93.574,0.8550938661,Rock
220,1050,0.9386757349,0.6037906746,0.3746108294,0.9707197556,0.111845502,0.0512316652,87.959,0.3909569478,Rock
221,1052,0.1452556638,0.271993866,0.5090157613,0.8056360942,0.1049244064,0.0574217391,155.582,0.2034626561,Rock
222,1077,0.1764453936,0.5599668491,0.560673844,0.6075156619,0.0801253226,0.0503350822,86.451,0.5704961622,Rock
223,1078,0.7515981832,0.5762288106,0.6190054128,0.8962699572,0.1030287364,0.0241708088,95.988,0.435890258,Rock
224,1079,0.2152838519,0.4203724263,0.670254043,0.1378268087,0.1057254864,0.0783780983,78.234,0.4096292479,Rock
225,1080,0.3299830059,0.403307867,0.3624686281,0.7311426191,0.1235348206,0.0338640387,106.383,0.0391539407,Rock
226,1081,0.712079577,0.4916394658,0.5240522779,0.890541068,0.1309809801,0.0253636444,93.221,0.6457540707,Rock
227,1087,0.0709493266,0.5846425808,0.814832734,0.9237026049,0.1124871845,0.0398695264,132.949,0.9696536182,Rock
228,1102,0.1954238958,0.421607336,0.7028404521,0.8775190037,0.0632641788,0.20004932,78.29,0.3579773542,Rock
